pageurl,crawl_timestamp,job_title,category,company_name,city,post_day,post_month,post_year,post_date,job_type,job_board,geo,salary_offered_min,salary_offered_max,Mean_Salary,state,lat,long
https://www.seek.com.au/job/36018356,2018-04-20 04:14:30 +0000,Developer Programmer,Information & Communication Technology,Bluetech IT Solution,ACT,19,April,2018,19-Apr-18,Full Time,seek,AU,"65,000","74,999","70,000",QLD,-20.917574,142.702789
https://www.seek.com.au/job/36028693,2018-04-20 03:52:46 +0000,Department Manager - Bakery - Campbelltown Region,Retail & Consumer Products,Coles,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"55,000","60,000","57,500",NSW,-31.840233,145.612793
https://www.seek.com.au/job/36027858,2018-04-20 04:12:01 +0000,Freight Handler,"Manufacturing, Transport & Logistics",Zoom Recruitment & Training,Sydney,19,April,2018,19-Apr-18,Casual/Vacation,seek,AU,34,39,36.5,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36026625,2018-04-20 04:25:15 +0000,Business Analyst,Information & Communication Technology,Hays Information Technology,ACT,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,95,100,97.5,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36028318,2018-04-20 03:55:39 +0000,Executive Officer,Administration & Office Support,Engineers Australia,ACT,19,April,2018,19-Apr-18,Full Time,seek,AU,"75,000","85,000",80000,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36027190,2018-04-20 04:05:15 +0000,"Administrative Officer, Education unit",Administration & Office Support,ANZCA,Melbourne,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,25,30,27.5,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36027240,2018-04-20 04:05:49 +0000,Customer Service Representative - ACT,Sales,Brickworks Limited,ACT,19,April,2018,19-Apr-18,Full Time,seek,AU,"85,000","90,000",87500,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36028164,2018-04-20 03:45:12 +0000,Mortgage Broker Assistant,Banking & Financial Services,Howitt Partners,Melbourne,19,April,2018,19-Apr-18,Part Time,seek,AU,"55,000","65,000",60000,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36025868,2018-04-20 04:31:05 +0000,Manager Violence Abuse and Neglect,Healthcare & Medical,Hunter New England Local Health District,Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"180,00 ","2,40,000",240000,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36026492,2018-04-20 04:15:42 +0000,Certificate III Educators - Full Time and Part Time Opportunities,Education & Training,Northside Community Service,ACT,19,April,2018,19-Apr-18,Full Time,seek,AU,"71,451","89,238",80344.5,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36027844,2018-04-20 04:03:48 +0000,Emergency Medicine Registrar (PGY4+),Healthcare & Medical,Global Medics Australia,ACT,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,90,150,120,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36025490,2018-04-20 04:43:59 +0000,Parts Interpreter,Trades & Services,AHG QLD,Brisbane,19,April,2018,19-Apr-18,Full Time,seek,AU,"85,000","1,19,999",102499.5,QLD,-20.917574,142.702789
https://www.seek.com.au/job/36025840,2018-04-20 04:43:05 +0000,Safety Officer - Suzlon Energy Australia,Human Resources & Recruitment,Yudo,Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"90,000","1,00,000",95000,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36026083,2018-04-20 04:20:03 +0000,Sales Assistants - MIDAS Warringah,Retail & Consumer Products,MIDAS,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"1,00,000","1,20,000",110000,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36026992,2018-04-20 03:58:42 +0000,Occupational Therapist - Aged Care,Healthcare & Medical,Western Health,Melbourne,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,90,150,120,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36026394,2018-04-20 04:23:34 +0000,Sub Contractor Installers,Trades & Services,Totally Outdoors,Melbourne,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,40,45,42.5,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36027739,2018-04-20 04:04:49 +0000,Electrician - RIW,Trades & Services,Protech NSW,Sydney,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,40,45,42.5,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36028885,2018-04-20 03:42:59 +0000,IT TECHNICAL SPECIALIST - Microsoft Exchange & Office 365,Information & Communication Technology,Eighty20 Solutions,Sydney,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,78,85,81.5,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36027703,2018-04-20 03:58:19 +0000,"Fulltime Chef with Asian cooking using 17"" wok with handle",Hospitality & Tourism,Chinchin's At Kotomoon,Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"60,000","69,999",64999.5,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36027712,2018-04-20 03:58:38 +0000,Senior Client Services Manager - Canberra,Administration & Office Support,Financial Index Wealth Accountants,ACT,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,33,35,34,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36025946,2018-04-20 04:16:09 +0000,Operations Manager,"Mining, Resources & Energy",Metso Australia Limited,Perth,19,April,2018,19-Apr-18,Full Time,seek,AU,"75,000","80,000",77500,WA,-25.042261,117.793221
https://www.seek.com.au/job/36025551,2018-04-20 04:43:02 +0000,Learning & Development Specialist,Human Resources & Recruitment,West Recruitment,Sydney,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,45,49,47,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36029192,2018-04-20 03:42:21 +0000,Clerical/Admin support,Administration & Office Support,Hallis,Sydney,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,30,35,32.5,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36026076,2018-04-20 04:17:45 +0000,Field Officer - Group Training,Human Resources & Recruitment,TABMA Workforce & Career Development,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"90,000","1,00,000",95000,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36026326,2018-04-20 04:25:36 +0000,Business Coordinator - Canberra (part time 20hrs/pw),Community Services & Development,The Salvation Army Employment Plus,ACT,19,April,2018,19-Apr-18,Part Time,seek,AU,"45,000","50,000",47500,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36026236,2018-04-20 04:13:14 +0000,Business Development Manager,Sales,National Distribution Centre Services,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"75,000","95,000",85000,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36026026,2018-04-20 04:19:41 +0000,Senior Business Officer,Government & Defence,"Department of Economic Development, Jobs , Transport and Resources",Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"93,867","1,13,572",103719.5,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36026275,2018-04-20 04:21:25 +0000,Recruiter - Employment Services - Canberra,Human Resources & Recruitment,The Salvation Army Employment Plus,ACT,19,April,2018,19-Apr-18,Full Time,seek,AU,"90,000","1,00,000",95000,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36025566,2018-04-20 04:36:22 +0000,Agile Business Analyst - Digital - Permanent - Sydney - ASX Listed Organisation!,Information & Communication Technology,Xpert Group,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"1,00,000","1,20,000",110000,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36026488,2018-04-20 04:23:57 +0000,Vegetation Program Officer,Science & Technology,ActewAGL Distribution,ACT,19,April,2018,19-Apr-18,Full Time,seek,AU,"80,000","91,000",85500,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36028073,2018-04-20 03:55:14 +0000,Export Co Ordinator,"Manufacturing, Transport & Logistics",ImpEx Personnel Botany,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"75,000","80,000",77500,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36026366,2018-04-20 04:16:56 +0000,Quality Controller - Road Tester Melbourne Eastern Suburbs,Trades & Services,Ringwood City Motors Pty Ltd,Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"45,000","54,999",49999.5,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36025596,2018-04-20 04:27:47 +0000,Level 2 Helpdesk Consultant - [CURRENT SECURITY CLEARANCE REQUIRED!],Information & Communication Technology,Edison Talent,Melbourne,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,45,50,47.5,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36029384,2018-04-20 03:43:12 +0000,Senior Account Manager,Sales,Morgan Consulting,Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"60,000","65,000",62500,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36027988,2018-04-20 03:50:58 +0000,Senior SAP Basis Support Consultant - based anywhere - Melbourne - Perth -Sydney,Information & Communication Technology,SAPTURE INTERNATIONAL,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"1,20,000","1,50,000",135000,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36026166,2018-04-20 04:23:06 +0000,Business Analyst,Information & Communication Technology,IMA Management and Technology,Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"95,000","1,10,000",102500,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36028497,2018-04-20 03:56:15 +0000,Sales and Retention Consultant - Insurance,Insurance & Superannuation,Options in Finance,Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"55,000","60,000",57500,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36029084,2018-04-20 03:42:08 +0000,"Full Time Breakfast Chef - Snowy Hydro, Cabramurra",Hospitality & Tourism,Cater Care,ACT,19,April,2018,19-Apr-18,Full Time,seek,AU,"80,000","1,19,999",99999.5,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36027064,2018-04-20 04:05:28 +0000,Clinical Psychologist,Healthcare & Medical,Bethlehem Hospital,Melbourne,19,April,2018,19-Apr-18,Part Time,seek,AU,"35,000","45,000",40000,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36027996,2018-04-20 03:57:24 +0000,Medical Centre Development Administrator,Administration & Office Support,Private Advertiser,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"60,000","64,000",62000,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36025684,2018-04-20 04:31:24 +0000,Delivery Driver/General Labourer,Trades & Services,Still Standing Sheetmetal Pty Ltd,ACT,19,April,2018,19-Apr-18,Full Time,seek,AU,"75,000","89,000",82000,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36028007,2018-04-20 03:48:05 +0000,ABAP Developer - Multiple,Information & Communication Technology,HCM Australia,ACT,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,95,100,97.5,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36025387,2018-04-20 04:30:22 +0000,Senior Finance Officer,Education & Training,University of New South Wales,ACT,19,April,2018,19-Apr-18,Full Time,seek,AU,"71,451","89,238",80344.5,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36028440,2018-04-20 03:50:47 +0000,"Customer Service Officer, Leisure Centres",Government & Defence,Fairfield City Council,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"87,173","1,42,925",115049,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36029806,2018-04-20 03:43:55 +0000,Corporate Reception,Administration & Office Support,Page Personnel Office Support,Sydney,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,38,39,38.5,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36026570,2018-04-20 04:16:19 +0000,Business Solutions Consultant - Government,Sales,"Randstad - Sales, Marketing & Communications",Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"70,000","85,000",77500,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36028694,2018-04-20 03:53:41 +0000,Physiotherapist (Full Time or Part Time),Healthcare & Medical,Teneriffe Physiotherapy,Brisbane,19,April,2018,19-Apr-18,Full Time,seek,AU,"180,00 ","2,40,000",240000,QLD,-20.917574,142.702789
https://www.seek.com.au/job/36028785,2018-04-20 03:52:35 +0000,Mechanical Fitter,Engineering,Programmed Skilled Workforce,Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"90,000","1,25,000",107500,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36026087,2018-04-20 04:22:53 +0000,Classroom Assistant,Education & Training,Ascot Vale Special School,Melbourne,19,April,2018,19-Apr-18,Casual/Vacation,seek,AU,30,34.99,32.495,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36025514,2018-04-20 04:28:14 +0000,Technical Support – Level 2 – Permanent Position,Information & Communication Technology,Integr8IT,Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"50,000","59,999",54999.5,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36028228,2018-04-20 03:52:12 +0000,Product Managers,Information & Communication Technology,Pinpoint Talent,ACT,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,95,100,97.5,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36026591,2018-04-20 04:23:27 +0000,Payroll Administrator,Accounting,ADP Employer Services,Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"69,000","95,000",82000,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36025462,2018-04-20 04:32:58 +0000,Senior Accountant x 5 $94-73K Competitive Options?,Accounting,AccountantJobs.com.au,ACT,19,April,2018,19-Apr-18,Full Time,seek,AU,"73,000","95,000",84000,ACT,-35.282001,149.128998
https://www.seek.com.au/job/35827703,2018-04-20 04:19:17 +0000,Junior Data Scientist,Science & Technology,Greenstone Financial Services,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"67,500","90,000",78750,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36027866,2018-04-20 04:05:34 +0000,Freight Handler,"Manufacturing, Transport & Logistics",Zoom Recruitment & Training,Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"45,000","49,999",47499.5,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36027597,2018-04-20 04:08:37 +0000,Dump Truck Operator,Construction,Randstad - Industrial,ACT,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,30,35,32.5,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36027160,2018-04-20 04:10:46 +0000,APS6 Contract Manager,"Manufacturing, Transport & Logistics",Hays Procurement,ACT,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,36,37,36.5,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36026721,2018-04-20 04:17:11 +0000,Parking Officer,Government & Defence,Hays Facilities Management,Sydney,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,45,55,50,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36026626,2018-04-20 04:25:46 +0000,Master Sales Agent,Sales,B2B Digital Solutions,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"75,000","95,000",85000,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36026737,2018-04-20 04:14:55 +0000,Recreational Activities Officer,Healthcare & Medical,BaptistCare,ACT,19,April,2018,19-Apr-18,Full Time,seek,AU,"85,00 ","95,000",95000,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36027681,2018-04-20 04:04:11 +0000,CSSD Technician (Sterilzation Cert III>),Healthcare & Medical,Canberra Private Hospital Pty Ltd,ACT,19,April,2018,19-Apr-18,Part Time,seek,AU,"40,000","50,000",45000,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36026938,2018-04-20 04:23:21 +0000,Heavy Vehicle Operator,"Manufacturing, Transport & Logistics",Harvey's Towing Service,Brisbane,19,April,2018,19-Apr-18,Full Time,seek,AU,"52,000","55,000",53500,QLD,-20.917574,142.702789
https://www.seek.com.au/job/36028136,2018-04-20 03:45:49 +0000,Field Technician,"Mining, Resources & Energy",GroundProbe Pty Ltd,Perth,19,April,2018,19-Apr-18,Full Time,seek,AU,"70,000","80,000",75000,WA,-25.042261,117.793221
https://www.seek.com.au/job/36025831,2018-04-20 04:33:35 +0000,Windows SOE Developer/Engineer,Information & Communication Technology,Compas Pty Ltd,ACT,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,95,100,97.5,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36025379,2018-04-20 04:31:02 +0000,SHEET METAL TRADESMEN - 4 DAY WEEK,Trades & Services,Bridgeman Stainless Solutions,Brisbane,19,April,2018,19-Apr-18,Full Time,seek,AU,"50,000","69,999",59999.5,QLD,-20.917574,142.702789
https://www.seek.com.au/job/36028450,2018-04-20 03:51:32 +0000,Business Analyst - Wiki Development,Information & Communication Technology,GMT People,ACT,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,95,100,97.5,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36028181,2018-04-20 03:48:08 +0000,Customer Engagement Traineeship,Call Centre & Customer Service,HVTC,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"50,000","55,000",52500,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36211826,2018-05-14 01:28:25 +0000,Transitional Care Registered Nurse,Healthcare & Medical,Chandler Macleod Group,ACT,13,May,2018,13-May-18,Full Time,seek,AU,"85,00 ","95,000",95000,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36026279,2018-04-20 04:16:14 +0000,WA Shutdowns - Mechanical Fitters - FIFO - Karara 27th April - 29th April,Trades & Services,Programmed,Perth,19,April,2018,19-Apr-18,Casual/Vacation,seek,AU,24,25,24.5,WA,-25.042261,117.793221
https://www.seek.com.au/job/36027776,2018-04-20 04:05:17 +0000,Team Leader - Credit,Banking & Financial Services,DFP Recruitment,Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"1,70,000","1,85,000",177500,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36026957,2018-04-20 03:59:33 +0000,Nurse or Midwife Telephone and Online Clinician,Healthcare & Medical,Eastern Health,Melbourne,19,April,2018,19-Apr-18,Part Time,seek,AU,"45,000","50,000",47500,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36026848,2018-04-20 04:18:23 +0000,Junior Chef De Partie,Hospitality & Tourism,Calia,Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"60,000","69,999",64999.5,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36027784,2018-04-20 03:59:39 +0000,DIRECTOR OF REVENUE MANAGEMENT - MOVE TO AUCKLAND,Hospitality & Tourism,AA Appointments,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"65,000","70,000",67500,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36212115,2018-05-14 01:32:21 +0000,Chief Engineer and Deputy Director Strategic Communications and Sustainment,Engineering,Department of Defence,ACT,13,May,2018,13-May-18,Full Time,seek,AU,"98,967","1,11,633",105300,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36026008,2018-04-20 04:17:17 +0000,Plumber,Trades & Services,Fix It Right Plumbing,Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"70,000","89,999",79999.5,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36026572,2018-04-20 04:26:50 +0000,Production Manager,"Manufacturing, Transport & Logistics",Metso Australia Limited,Perth,19,April,2018,19-Apr-18,Full Time,seek,AU,"60,000","65,000",62500,WA,-25.042261,117.793221
https://www.seek.com.au/job/36026224,2018-04-20 04:19:56 +0000,Quality Manager,"Manufacturing, Transport & Logistics",Private Advertiser,Melbourne,19,April,2018,19-Apr-18,Full Time,seek,AU,"55,000","85,000",70000,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36026868,2018-04-20 04:20:21 +0000,Health and Safety Service Support – (Field/facility Operations) – part time,Construction,City West Water,Melbourne,19,April,2018,19-Apr-18,Part Time,seek,AU,"40,000","45,000",42500,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/35794690,2018-04-20 04:20:20 +0000,Quality Assurance Officer,Call Centre & Customer Service,Greenstone Financial Services,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"50,000","55,000",52500,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36212535,2018-05-14 01:17:14 +0000,Front Office Receptionist - Part Time,Hospitality & Tourism,TFE Hotels,ACT,13,May,2018,13-May-18,Part Time,seek,AU,"80,000","1,19,999",99999.5,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36028777,2018-04-20 03:54:32 +0000,Archivist,Administration & Office Support,"Brigidine College, St Ives",Sydney,19,April,2018,19-Apr-18,Part Time,seek,AU,"45,000","50,000",47500,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36212198,2018-05-14 01:29:18 +0000,Australian Government Indigenous Lateral Entry Program - Project Management,Government & Defence,Australian Public Service Commission,ACT,13,May,2018,13-May-18,Full Time,seek,AU,"87,173","1,42,925",115049,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36029407,2018-04-20 03:43:23 +0000,Store Person,"Manufacturing, Transport & Logistics",Fab Floors Pty Ltd,Sydney,19,April,2018,19-Apr-18,Casual/Vacation,seek,AU,34,39,36.5,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36026189,2018-04-20 04:23:15 +0000,Casual Special Needs Teachers,Education & Training,Frontline Education Sydney,Sydney,19,April,2018,19-Apr-18,Casual/Vacation,seek,AU,30,34.99,32.495,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36027117,2018-04-20 04:04:40 +0000,HR Coordiantor,Human Resources & Recruitment,Hays Human Resources,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"90,000","1,00,000",95000,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36213348,2018-05-14 01:21:03 +0000,Registered Nurse - Disability,Healthcare & Medical,Chandler Macleod Group,ACT,14,May,2018,14-May-18,Full Time,seek,AU,"85,00 ","95,000",95000,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36210762,2018-05-14 01:43:16 +0000,APS6 Team Leader,Call Centre & Customer Service,Hays Contact Centres,ACT,13,May,2018,13-May-18,Contract/Temp,seek,AU,22,25,23.5,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36213110,2018-05-14 01:13:11 +0000,Project Manager,Information & Communication Technology,Modis,ACT,14,May,2018,14-May-18,Contract/Temp,seek,AU,95,100,97.5,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36025668,2018-04-20 04:31:29 +0000,Auto Electrician - Wacol,Trades & Services,Zoom Recruitment & Training,Brisbane,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,40,45,42.5,QLD,-20.917574,142.702789
https://www.seek.com.au/job/36028132,2018-04-20 03:49:21 +0000,Teacher History and Art (Years 6 to Years 9)– Full Time Contract Position,Education & Training,Redeemer Lutheran College,Brisbane,19,April,2018,19-Apr-18,Full Time,seek,AU,"82,577","89,464",86020.5,QLD,-20.917574,142.702789
https://www.seek.com.au/job/36027551,2018-04-20 04:09:05 +0000,Chef de Partie,Hospitality & Tourism,Kensington Street Social,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"65,000","70,000",67500,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36027095,2018-04-20 04:08:42 +0000,PURCHASING AND DEMAND PLANNING CO-ORDINATOR,"Manufacturing, Transport & Logistics",AVERY PRODUCTS,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"75,000","80,000",77500,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36027783,2018-04-20 04:00:27 +0000,Early Childhood Teacher,Education & Training,Hays Education,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"70,000","80,000",75000,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36027860,2018-04-20 04:07:50 +0000,Reception & Office Administration,Administration & Office Support,Direct Property Network,Sydney,19,April,2018,19-Apr-18,Part Time,seek,AU,"45,000","50,000",47500,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36212321,2018-05-14 01:12:38 +0000,New Home Salesperson / Sales Professional,Sales,Kitome,ACT,13,May,2018,13-May-18,Full Time,seek,AU,"85,000","90,000",87500,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36211654,2018-05-14 01:21:59 +0000,Senior Test Engineer,Information & Communication Technology,Green Light Australia Pty Ltd,ACT,13,May,2018,13-May-18,Contract/Temp,seek,AU,95,100,97.5,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36026604,2018-04-20 04:20:24 +0000,Warehousing Traineeship,"Manufacturing, Transport & Logistics",Migas Limited,Brisbane,19,April,2018,19-Apr-18,Full Time,seek,AU,"52,000","55,000",53500,QLD,-20.917574,142.702789
https://www.seek.com.au/job/36027283,2018-04-20 04:10:27 +0000,Senior Vice Dean - Academic Operations,Education & Training,University of New South Wales,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"83,600","89,200",86400,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36028675,2018-04-20 03:50:03 +0000,Draftsperson - Mechanical,Engineering,11 Recruitment,Perth,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,30,45,37.5,WA,-25.042261,117.793221
https://www.seek.com.au/job/36211210,2018-05-14 01:34:49 +0000,Qualified Mechanic/Auto Technician,Trades & Services,Hays Trades & Labour,ACT,13,May,2018,13-May-18,Full Time,seek,AU,"75,000","89,000",82000,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36211386,2018-05-14 01:21:34 +0000,Chiller Technician,Trades & Services,Hays Facilities Management,ACT,13,May,2018,13-May-18,Full Time,seek,AU,"75,000","89,000",82000,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36210751,2018-05-14 01:49:48 +0000,APS5 Recommendation Officer,Call Centre & Customer Service,Hays Contact Centres,ACT,13,May,2018,13-May-18,Contract/Temp,seek,AU,22,25,23.5,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36025610,2018-04-20 04:32:07 +0000,Outbound Sales - Telemarketing,Call Centre & Customer Service,TLC for Kids,Melbourne,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,22,25,23.5,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36028087,2018-04-20 03:53:33 +0000,Export Co Ordinator with Boutique International Company,"Manufacturing, Transport & Logistics",ImpEx Personnel Botany,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"75,000","80,000",77500,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36028135,2018-04-20 03:47:16 +0000,Upfront Administration Assistant,Community Services & Development,Core Community Services Limited,Sydney,19,April,2018,19-Apr-18,Full Time,seek,AU,"85,000","87,000",86000,NSW,-31.840233,145.612793
https://www.seek.com.au/job/36027546,2018-04-20 04:01:47 +0000,Marketing Coordinator - ENERGY,Marketing & Communications,Mars Recruitment,Melbourne,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,30,40,35,VIC,"	-37.020100",144.9646
https://www.seek.com.au/job/36026524,2018-04-20 04:20:52 +0000,Hairdresser Apprentice first year Full time,Trades & Services,neilson gilmour hairdressing,Brisbane,19,April,2018,19-Apr-18,Full Time,seek,AU,"60,000","79,999",69999.5,QLD,-20.917574,142.702789
https://www.seek.com.au/job/37116010,2018-09-02 00:38:42 +0000,Site Supervisors,Construction,Living Recruitment,ACT,1,September,2018,1-Sep-18,Full Time,seek,AU,"1,00,000","1,10,000",105000,ACT,-35.282001,149.128998
https://www.seek.com.au/job/36029668,2018-04-20 03:44:15 +0000,Sap Test Analyst,Information & Communication Technology,Attract People,Brisbane,19,April,2018,19-Apr-18,Contract/Temp,seek,AU,95,100,97.5,QLD,-20.917574,142.702789
